title,series,author,rating,pages,publishDate,numRatings,category
Alice's Adventures in Wonderland,Alice's Adventures in Wonderland #1,Lewis Carroll,4.01,96,1997-05-01,245480,None
The War of the Worlds,N/A,"H.G. Wells, Arthur C. Clarke (Introduction)",3.83,192,2002-03-12,244696,Blank of Blank
Silence,"Hush, Hush #3",Becca Fitzpatrick (Goodreads Author),4.12,448,2011-10-04,243855,One Word
Dead to the World,Sookie Stackhouse #4,Charlaine Harris (Goodreads Author),4.12,291,2005-04-01,243552,None
The Master and Margarita,N/A,"Mikhail Bulgakov, Katherine Tiernan O'Connor (Translator), Ellendea Proffer (Annotations and Afterword), Diana Lewis Burgin (Translator)",4.29,335,1996-03-28,242684,Blank and Blank
The Historian,N/A,Elizabeth Kostova,3.79,704,2005-06-01,242366,The One Word
The Phantom Tollbooth,N/A,"Norton Juster, Jules Feiffer (Illustrator)",4.20,256,1996-10-28,242124,The Adjective Noun
Queen of Shadows,Throne of Glass #4,Sarah J. Maas (Goodreads Author),4.55,648,2015-09-01,241837,Blank of Blank
A Wizard of Earthsea,Earthsea Cycle #1,Ursula K. Le Guin,3.99,183,2004-09-28,240994,Blank of Blank
Betrayed,House of Night #2,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",3.93,310,2007-10-02,240057,One Word
Beowulf,N/A,"Unknown, Seamus Heaney (Translator)",3.45,245,2001-02-17,238815,One Word
The Silver Chair,The Chronicles of Narnia (Publication Order) #4,"C.S. Lewis, Pauline Baynes (Illustrator)",3.96,243,2008-01-02,238391,The Adjective Noun
Snow Crash,N/A,Neal Stephenson (Goodreads Author),4.02,559,2003-08-26,236816,None
Assassin's Apprentice,The Farseer Trilogy #1,Robin Hobb (Goodreads Author),4.15,435,1996-03-01,235134,None
Living Dead in Dallas,Sookie Stackhouse #2,Charlaine Harris (Goodreads Author),3.96,291,2004-04-01,234310,None
The Restaurant at the End of the Universe,The Hitchhiker's Guide to the Galaxy #2,Douglas Adams,4.21,250,2005-04-26,232598,Blank of Blank
Tuck Everlasting,N/A,Natalie Babbitt,3.87,148,1985-11-01,232167,None
The Magicians,The Magicians #1,Lev Grossman (Goodreads Author),3.52,402,2009-08-11,232073,The One Word
Gulliver's Travels,N/A,"Jonathan Swift, Robert DeMaria Jr. (Editor)",3.57,306,2003-01-30,231966,None
Pretties,Uglies #2,Scott Westerfeld (Goodreads Author),3.85,370,2005-11-01,230361,One Word
Wizard's First Rule,Sword of Truth #1,Terry Goodkind,4.12,836,2003-04-14,229229,None
The Clan of the Cave Bear,Earth's Children #1,Jean M. Auel,4.05,516,2016-10-06,229099,Blank of Blank
Cujo,N/A,Stephen King (Goodreads Author),3.73,432,2006-06-06,228132,One Word
The Song of Achilles,N/A,Madeline Miller (Goodreads Author),4.35,352,2011-09-20,228034,Blank of Blank
The Great Hunt,The Wheel of Time #2,Robert Jordan,4.22,705,1991-10-15,227837,The Adjective Noun
Obsidian,Lux #1,Jennifer L. Armentrout (Goodreads Author),4.18,335,2012-05-08,225596,One Word
Speaker for the Dead,Ender's Saga #2,Orson Scott Card,4.07,382,1994-08-15,225112,None
The Andromeda Strain,Andromeda #1,Michael Crichton,3.90,327,2003-10-28,223312,The Adjective Noun
Breakfast of Champions,N/A,Kurt Vonnegut Jr.,4.07,303,1999-05-28,222835,Blank of Blank
The Lies of Locke Lamora,Gentleman Bastard #1,Scott Lynch (Goodreads Author),4.28,752,2006-06-27,222487,Blank of Blank
Chosen,House of Night #3,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",3.91,307,2008-03-04,222066,One Word
The Last Battle,The Chronicles of Narnia (Publication Order) #7,C.S. Lewis,4.02,288,2005-06-20,221884,The Adjective Noun
The Tell-Tale Heart and Other Writings,N/A,Edgar Allan Poe,4.17,448,2004-09-28,221639,Blank and Blank
The Velveteen Rabbit,N/A,"Margery Williams Bianco, William Nicholson (Illustrator)",4.29,40,1987-04-01,221550,The Adjective Noun
Oryx and Crake,MaddAddam #1,Margaret Atwood (Goodreads Author),4.01,389,2004-03-30,221061,Blank and Blank
The Complete Stories and Poems,N/A,Edgar Allan Poe,4.38,821,1984-08-15,220153,Blank and Blank
Club Dead,Sookie Stackhouse #3,Charlaine Harris (Goodreads Author),4.02,274,2006-05-06,219839,None
Pandemonium,Delirium #2,Lauren Oliver (Goodreads Author),4.05,375,2012-02-28,219616,One Word
The Silmarillion,Middle-earth Universe,"J.R.R. Tolkien, Christopher Tolkien (Editor), Ted Nasmith (Illustrator)",3.93,386,2004-11-15,219296,The One Word
The Wind-Up Bird Chronicle,ねじまき鳥クロニクル #1-3,"Haruki Murakami, Jay Rubin (Translator)",4.16,607,1997-10-28,218214,None
The Drawing of the Three,The Dark Tower #2,Stephen King (Goodreads Author),4.22,463,2003-08-05,217186,Blank of Blank
Cloud Atlas,N/A,David Mitchell,4.01,509,2004-08-17,216149,None
Howl's Moving Castle,Howl's Moving Castle #1,Diana Wynne Jones,4.26,329,2001-08-01,215856,None
The Cruel Prince,The Folk of the Air #1,Holly Black (Goodreads Author),4.12,370,2018-01-02,215664,The Adjective Noun
Norse Mythology,N/A,Neil Gaiman (Goodreads Author),4.08,301,2018-03-06,214833,None
The Dragon Reborn,The Wheel of Time #3,Robert Jordan,4.25,624,2002-09-14,214258,The Adjective Noun
Inheritance,The Inheritance Cycle #4,Christopher Paolini (Goodreads Author),4.10,849,2011-11-08,213855,One Word
Untamed,House of Night #4,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",3.95,338,2008-09-23,213569,One Word
The Polar Express,N/A,"Chris Van Allsburg, Liam Neeson (Narrator)",4.30,32,2000-10-28,211762,The Adjective Noun
Crossed,Matched #2,Ally Condie (Goodreads Author),3.52,367,2013-03-12,211066,One Word
Preludes & Nocturnes,The Sandman #1,"Neil Gaiman (Goodreads Author), Sam Kieth (Illustrator), Mike Dringenberg (Illustrator), Malcolm Jones III (Illustrator), Todd Klein (Letterer), Karen Berger (Introduction/Editor), Daniel Vozzo (Colorist)",4.23,233,1998-12-01,210364,None
The Martian Chronicles,N/A,Ray Bradbury,4.14,182,1984-06-01,210234,The Adjective Noun
Needful Things,N/A,Stephen King (Goodreads Author),3.92,790,1905-06-14,209915,None
The Heir,The Selection #4,Kiera Cass (Goodreads Author),3.78,342,2015-05-05,209592,The One Word
The Testaments,The Handmaid's Tale #2,Margaret Atwood (Goodreads Author),4.20,422,2019-09-10,209221,The One Word
A Monster Calls,N/A,Patrick Ness,4.35,237,2015-05-07,208089,None
Torment,Fallen #2,Lauren Kate (Goodreads Author),3.87,452,2010-09-28,207858,One Word
A Great and Terrible Beauty,Gemma Doyle #1,Libba Bray (Goodreads Author),3.78,403,2003-12-09,207828,Blank and Blank
Drums of Autumn,Outlander #4,Diana Gabaldon (Goodreads Author),4.33,928,2018-10-16,207375,Blank of Blank
Words of Radiance,The Stormlight Archive #2,Brandon Sanderson (Goodreads Author),4.75,1087,2014-03-04,207369,Blank of Blank
The Tale of Peter Rabbit,The World of Beatrix Potter: Peter Rabbit,Beatrix Potter,4.18,72,2002-03-07,207228,Blank of Blank
Batman: Year One,Batman (1940-2011) #404-407,"Frank Miller (Writer), David Mazzucchelli (Illustrator), Richmond Lewis (Colorist), Todd Klein (Letterer), Dennis O'Neil (Introduction)",4.22,144,2007-01-10,206134,None
The Angel Experiment,Maximum Ride #1,James Patterson (Goodreads Author),4.07,445,2006-05-05,205771,The Adjective Noun
Carry On,Simon Snow #1,Rainbow Rowell (Goodreads Author),4.22,522,2017-05-09,205334,None
"The Walking Dead, Vol. 1: Days Gone Bye",The Walking Dead (Collected Editions) #1,"Robert Kirkman, Tony Moore (Illustrator), Andreas Mergenthaler, Frank Darabont (Teleplay), Charles Adlard, Sina Grace (Goodreads Author) (Editor), Hardy Hellstern (Editor), Charlie Adlard (Illustrator), more…",4.27,144,2013-02-19,204996,None
Left Behind,Left Behind #1,"Tim LaHaye, Jerry B. Jenkins",3.83,342,2000-09-01,204035,None
Dead as a Doornail,Sookie Stackhouse #5,Charlaine Harris (Goodreads Author),4.00,295,2006-04-25,203599,None
Jonathan Livingston Seagull,N/A,"Richard Bach (Goodreads Author), Russell Munson (Photographer)",3.84,112,2006-02-07,202289,None
Christine,N/A,"Stephen King (Goodreads Author), Marie Milpois (Translator)",3.79,411,2001-06-13,202111,One Word
Prodigy,Legend #2,Marie Lu (Goodreads Author),4.26,371,2013-01-29,201922,One Word
A Darker Shade of Magic,Shades of Magic #1,V.E. Schwab,4.07,400,2015-02-24,201402,Blank of Blank
1Q84,1Q84 #1-3,"Haruki Murakami, Jay Rubin (Translator), Philip Gabriel (Translator)",3.92,925,2011-10-25,201096,One Word
Blindness,Blindness #1,José Saramago,4.13,349,2013-08-23,200639,One Word
The Blood of Olympus,The Heroes of Olympus #5,Rick Riordan (Goodreads Author),4.41,516,2014-10-07,200584,Blank of Blank
Sophie's World,N/A,"Jostein Gaarder, Paulette Møller (Translator)",3.93,403,1995-10-28,200234,None
The Phantom of the Opera,N/A,"Gaston Leroux, Alexander Teixeira de Mattos (Translator)",3.96,360,1987-12-30,198779,Blank of Blank
Jonathan Strange & Mr Norrell,N/A,Susanna Clarke,3.82,1006,2006-08-01,198407,None
Twenty Thousand Leagues Under the Sea,Captain Nemo #1,"Jules Verne, Anthony Bonner (Translator)",3.89,394,2002-04-01,198381,None
Hollow City,Miss Peregrine's Peculiar Children #2,Ransom Riggs,4.05,428,2015-02-24,198209,None
World Without End,Kingsbridge #2,Ken Follett (Goodreads Author),4.26,1014,2007-10-04,198134,None
Life After Life,Todd Family #1,Kate Atkinson,3.76,531,2013-04-02,197541,None
Glass Sword,Red Queen #2,Victoria Aveyard (Goodreads Author),3.88,444,2016-02-09,197335,None
Mort,Discworld #4,Terry Pratchett,4.22,243,2001-02-06,196100,One Word
Doctor Sleep,The Shining #2,Stephen King (Goodreads Author),4.12,531,2013-09-24,196078,None
Every Day,Every Day #1,David Levithan (Goodreads Author),3.94,322,2012-08-28,195742,None
"Life, the Universe and Everything",The Hitchhiker's Guide to the Galaxy #3,Douglas Adams,4.20,224,2005-04-26,195510,Blank and Blank
Crooked Kingdom,The Six of Crows Trilogy #2,Leigh Bardugo (Goodreads Author),4.58,536,2016-09-27,195183,None
Empire of Storms,Throne of Glass #5,Sarah J. Maas (Goodreads Author),4.54,689,2016-09-06,193978,Blank of Blank
Corduroy,Corduroy,Don Freeman,4.30,32,1968-03-11,193705,One Word
Winter,The Lunar Chronicles #4,Marissa Meyer (Goodreads Author),4.44,827,2015-11-10,193532,One Word
Anansi Boys,American Gods #2.0,Neil Gaiman (Goodreads Author),4.03,387,2006-09-26,192788,None
"Death Note, Vol. 1: Boredom",Death Note #1,"Tsugumi Ohba, Takeshi Obata (Illustrator), Pookie Rolf (Translator)",4.44,195,2005-10-10,192291,None
Starship Troopers,N/A,Robert A. Heinlein,4.00,335,1987-05-15,192191,None
The Iron King,The Iron Fey #1,Julie Kagawa (Goodreads Author),3.90,363,2010-01-19,191982,The Adjective Noun
Cell,N/A,Stephen King (Goodreads Author),3.65,449,2022-12-06,191778,One Word
The Mists of Avalon,Avalon #1,Marion Zimmer Bradley,4.11,1009,2001-07-15,191767,Blank of Blank
Unwind,Unwind Dystology #1,Neal Shusterman (Goodreads Author),4.17,337,2007-11-06,191718,One Word
The Last Wish,The Witcher #0.5,"Andrzej Sapkowski, Danusia Stok (Translator)",4.13,360,2008-12-14,190952,The Adjective Noun
Firestarter,N/A,Stephen King (Goodreads Author),3.89,403,1905-06-20,190353,One Word
Timeline,N/A,Michael Crichton,3.85,489,2000-06-01,189871,One Word
The Girl With All the Gifts,The Girl With All the Gifts #1,M.R. Carey (Goodreads Author),3.94,461,2014-06-19,189821,None
The House of the Spirits,Del Valle Family #3,"Isabel Allende (Goodreads Author), Magda Bogin (Translator)",4.24,448,2005-08-30,189801,Blank of Blank
The Outsider,N/A,Stephen King (Goodreads Author),3.98,561,2018-05-22,189553,The One Word
Siege and Storm,The Shadow and Bone Trilogy #2,Leigh Bardugo (Goodreads Author),3.98,435,2013-06-04,189282,Blank and Blank
The Passage,The Passage #1,"Justin Cronin (Goodreads Author), Dominique Haas (Traduction)",4.03,766,2010-06-08,188649,The One Word
Hyperion,Hyperion Cantos #1,"Dan Simmons, Gary Ruddell (Illustrator)",4.23,482,1990-03-28,188129,One Word
The Hunger Games Trilogy Boxset,The Hunger Games #1-3,"Suzanne Collins, Guillaume Fournier (Translator), Pilar Ramírez Tello (Goodreads Author) (Translator), Hanna Hörl (Illustrator), Sylke Hachmeister (Translator), Peter Klöss (Translator)",4.48,1155,2010-08-24,187877,None
All Together Dead,Sookie Stackhouse #7,Charlaine Harris (Goodreads Author),4.05,323,2007-05-01,186482,None
The Waste Lands,The Dark Tower #3,"Stephen King (Goodreads Author), Ned Dameron (Illustrator)",4.23,422,2003-06-23,186127,The Adjective Noun
Sabriel,The Old Kingdom #1,Garth Nix (Goodreads Author),4.15,491,1996-09-30,184931,One Word
Around the World in Eighty Days,Extraordinary Voyages #11,"Jules Verne, Michael Glencross (Translator, Annotations), Brian W. Aldiss (Introduction)",3.93,252,2004-02-26,184066,None
The Reptile Room,A Series of Unfortunate Events #2,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",3.98,192,1999-09-30,183657,The Adjective Noun
The Circle,N/A,Dave Eggers,3.43,493,2013-10-08,183197,The One Word
An Ember in the Ashes,An Ember in the Ashes #1,Sabaa Tahir (Goodreads Author),4.27,446,2016-02-09,182037,None
The Short Second Life of Bree Tanner,The Twilight Saga #3.5,Stephenie Meyer,3.50,178,2010-06-05,181389,Blank of Blank
Shadow of Night,All Souls Trilogy #2,Deborah Harkness (Goodreads Author),4.05,584,2012-07-10,181047,Blank of Blank
The Dead Zone,N/A,Stephen King (Goodreads Author),3.93,402,1980-08-01,180890,The Adjective Noun
The Exorcist,The Exorcist #1,William Peter Blatty,4.18,385,1994-02-01,180610,The One Word
The Wind in the Willows,N/A,"Kenneth Grahame, Gillian Avery (Introduction)",3.98,197,2005-10-27,179500,None
Gone,Gone #1,Michael Grant (Goodreads Author),3.86,560,2008-06-24,179064,One Word
Different Seasons,N/A,Stephen King (Goodreads Author),4.34,560,1995-02-16,176769,None
The Vampire Lestat,The Vampire Chronicles #2,Anne Rice,4.07,481,2004-08-31,176682,The Adjective Noun
Elantris,Elantris #1,Brandon Sanderson (Goodreads Author),4.18,638,2006-05-30,176059,One Word
Moon Called,Mercy Thompson #1,Patricia Briggs,4.15,289,2006-01-31,175592,None
The Man in the High Castle,N/A,Philip K. Dick,3.62,259,1992-06-30,174628,None
Artemis,N/A,Andy Weir (Goodreads Author),3.66,305,2017-11-14,174569,One Word
Thinner,N/A,"Richard Bachman (Pseudonym), Stephen King (Goodreads Author)",3.73,320,1996-09-01,174548,One Word
From Dead to Worse,Sookie Stackhouse #8,Charlaine Harris (Goodreads Author),4.01,359,2008-05-06,174267,None
Mr. Penumbra's 24-Hour Bookstore,Mr. Penumbra's 24-Hour Bookstore #1,Robin Sloan (Goodreads Author),3.74,288,2012-10-02,174164,None
Dead and Gone,Sookie Stackhouse #9,Charlaine Harris (Goodreads Author),4.02,312,2009-05-05,173922,Blank and Blank
Bag of Bones,N/A,Stephen King (Goodreads Author),3.90,736,1999-06-01,173166,Blank of Blank
The Shadow Rising,The Wheel of Time #4,Robert Jordan,4.23,1007,1993-10-15,172424,The Adjective Noun
The Tempest,N/A,"William Shakespeare, Paul Werstine (Editor), David Lindley (Editor), Israel Gollancz (Preface & Glossary), Barbara A. Mowat (Editor)",3.81,218,2022-07-04,172365,The One Word
Leviathan Wakes,The Expanse #1,James S.A. Corey (Goodreads Author),4.25,561,2011-06-02,171022,None
Unravel Me,Shatter Me #2,Tahereh Mafi,4.23,461,2013-02-05,170929,None
The Fiery Cross,Outlander #5,"Diana Gabaldon (Goodreads Author), Janos Farkas (translator)",4.24,1443,2005-08-30,170921,The Adjective Noun
Beastly,Kendra Chronicles #1,Alex Flinn (Goodreads Author),3.83,304,2007-10-02,170042,One Word
Batman: The Killing Joke,Batman: One-Shots,"Alan Moore (Goodreads Author), Brian Bolland (Illustrator), Tim Sale (Introduction)",4.37,50,1995-12-01,169565,None
Specials,Uglies #3,Scott Westerfeld (Goodreads Author),3.76,384,2006-05-09,168534,One Word
The True Story of the 3 Little Pigs,N/A,"Jon Scieszka, Lane Smith",4.31,32,1996-03-01,167884,Blank of Blank
Pippi Longstocking,Pippi Långstrump #1,"Astrid Lindgren, Florence Lamborn (Translator), Louis S. Glanzman (Illustrator)",4.13,160,2005-04-21,167879,None
Lady Midnight,The Dark Artifices #1,Cassandra Clare (Goodreads Author),4.40,698,2016-03-08,167573,None
"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Scott Pilgrim #1,"Bryan Lee O'Malley (Writer, Artist)",4.17,168,2004-08-18,167348,None
Bloodlines,Bloodlines #1,Richelle Mead (Goodreads Author),4.20,421,2011-08-23,167342,One Word
Champion,Legend #3,Marie Lu (Goodreads Author),4.34,369,2013-11-05,166966,One Word
Naked in Death,In Death #1,J.D. Robb (Goodreads Author),4.12,306,1995-07-01,166886,None
Uprooted,N/A,Naomi Novik (Goodreads Author),4.06,435,2015-05-19,166710,One Word
Sphere,N/A,Michael Crichton,3.80,371,1997-06-23,166653,One Word
Wizard and Glass,The Dark Tower #4,"Stephen King (Goodreads Author), Dave McKean (Illustrator)",4.23,845,2022-10-03,166439,Blank and Blank
"One Fish, Two Fish, Red Fish, Blue Fish",N/A,Dr. Seuss (Reader),4.13,64,2003-10-06,165623,None
Guards! Guards!,Discworld #8,Terry Pratchett,4.31,376,2022-08-01,165125,None
The Blade Itself,The First Law #1,Joe Abercrombie,4.16,515,2007-03-08,164916,The Adjective Noun
Angelfall,Penryn & the End of Days #1,Susan Ee (Goodreads Author),4.13,288,2012-08-28,164638,One Word
Prey,N/A,Michael Crichton,3.76,507,1905-06-28,164483,One Word
Mrs. Frisby and the Rats of NIMH,Rats of NIMH #1,Robert C. O'Brien,4.14,240,2003-05-01,164309,Blank of Blank
The Hobbit: Graphic Novel,N/A,"Chuck Dixon (Goodreads Author) (Adapter), J.R.R. Tolkien (Creator), David Wenzel (Illustrator), Sean Deming (Adapter)",4.48,133,1990-11-01,164095,None
Animal Farm / 1984,N/A,"George Orwell, Christopher Hitchens (Introduction)",4.29,400,2003-06-01,164031,None
The Kill Order,The Maze Runner #4,James Dashner (Goodreads Author),3.71,327,2012-08-14,162915,The Adjective Noun
The Invention of Hugo Cabret,N/A,Brian Selznick,4.22,533,2007-03-28,162904,Blank of Blank
Hunted,House of Night #5,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",3.93,323,2009-03-10,162512,One Word
Fool Moon,The Dresden Files #2,Jim Butcher (Goodreads Author),4.01,401,2001-01-09,162240,None
The Neverending Story,N/A,"Michael Ende, Ralph Manheim (Translator), Roswitha Quadflieg (Illustrator)",4.17,396,1997-10-28,161944,The Adjective Noun
The Tale of Despereaux,N/A,"Kate DiCamillo (Goodreads Author), Timothy Basil Ering (Illustrator)",4.04,267,2008-09-09,161837,Blank of Blank
The Throne of Fire,The Kane Chronicles #2,Rick Riordan (Goodreads Author),4.20,452,2011-05-03,161734,Blank of Blank
Old Man's War,Old Man's War #1,John Scalzi (Goodreads Author),4.22,332,2007-04-01,161551,None
Batman: The Dark Knight Returns,Batman: The Dark Knight Returns #1-4,"Frank Miller, Klaus Janson (Illustrator), Lynn Varley (Illustrator)",4.26,197,2022-11-12,161494,None
Lover Awakened,Black Dagger Brotherhood #3,J.R. Ward (Goodreads Author),4.44,448,2006-09-05,161481,None
Fire,Graceling Realm #2,Kristin Cashore,4.10,480,2009-10-05,161240,One Word
Four: A Divergent Story Collection,Divergent #0.1-0.4,Veronica Roth (Goodreads Author),4.04,208,2014-07-08,160897,None
Gathering Blue,The Giver #2,Lois Lowry (Goodreads Author),3.82,240,2000-09-25,160630,None
